(-0.7172174054,5.308121323)
(-0.7385153481,5.109340525)
(-0.7243167197,4.896361098)
(-0.6036283776,4.704679613)
(-0.404847579,4.4987995)
(-0.1847688376,4.36391253)
(0.1276009888,4.257422816)
(0.3334811017,4.207727617)
(0.5393612146,4.186429674)
(0.7878372129,4.17933036)
(1.071809782,4.250323502)
(1.291888524,4.349713901)
(1.440974123,4.413607729)
(1.590059722,4.5484947)
(1.70364875,4.711778927)
(1.795939835,4.875063155)
(1.866932977,5.095141896)
(1.88823092,5.230028867)
(1.930826805,5.372015152)
(2.016018576,5.379114466)
(2.058614461,5.279724066)
(1.973422691,5.237128181)
(1.891082701,5.2554476)
(1.841719259,5.403537927)
(1.767674096,5.592764455)
(1.701856173,5.724400301)
(1.932218903,5.872490627)
(2.187263354,6.004126473)
(2.450535046,6.086398877)
(2.672670535,6.119307838)
(2.927714987,6.111080598)
(3.174532197,6.102853357)
(3.396667687,6.053489915)
(3.577666975,5.954763031)
(3.791575225,5.757309262)
(3.956120032,5.494037571)
(4.013710714,5.197856918)
(3.972574513,4.926357986)
(3.857393148,4.687768015)
(3.67639386,4.539677689)
(3.717530061,4.34222392)
(3.701075581,4.029588786)
(3.602348696,3.790998816)
(3.536530773,3.675817451)
(3.627030417,3.873271219)
(3.701075581,4.12008843)
(3.701075581,4.33399668)
(3.659939379,4.531450448)
(3.503621812,4.449178045)
(3.281486322,4.358678401)
(3.108714275,4.268178757)
(3.051123592,4.33399668)
(2.828988102,4.531450448)
(2.524580209,4.613722852)
(2.211945075,4.605495612)
(1.85817374,4.597268371)
(1.693628932,4.605495612)
(1.956900624,4.605495612)
(2.203717835,4.613722852)
(2.466989526,4.613722852)
(2.713806737,4.597268371)
(2.911260506,4.498541487)
(3.059350832,4.358678401)
(3.084032553,4.152997392)
(3.092259794,3.955543623)
(2.878351544,3.807453296)
(2.458762286,3.692271931)
(2.030945787,3.66759021)
(1.578447567,3.65113573)
(1.158858309,3.65113573)
(0.7639507714,3.634681249)
(0.3690432341,3.552408845)
(0.05640810033,3.420772999)
(-0.1904091105,3.239773712)
(-0.428999081,2.992956501)
(-0.5770894075,2.680321367)
(-0.6429073304,2.326550031)
(-0.6264528497,2.022142138)
(-0.5112714846,1.701279764)
(-0.3631811581,1.429780832)
(-0.1575001491,1.248781544)
(0.1222260232,1.059555016)
(0.5006790799,0.977282612)
(0.8626776558,0.9032374487)
(1.257585193,0.9032374487)
(1.586674808,0.8785557277)
(1.767674096,0.8703284873)
(1.372766558,0.9032374487)
(1.076585905,0.9114646891)
(0.7804052522,0.9196919295)
(0.4184066763,1.010191573)
(0.08108982141,1.092463977)
(-0.1821818702,1.273463265)
(-0.3714083985,1.462689793)
(-0.5112714846,1.693052523)
(-0.6264528497,1.981005936)
(-0.6264528497,2.30186831)
(-0.5770894075,2.647412405)
(-0.428999081,2.960047539)
(-0.223318072,3.20686475)
(0.02349913888,3.404318519)
(0.3525887534,3.552408845)
(0.7228145696,3.609999528)
(1.134176588,3.642908489)
(1.529084125,3.66759021)
(1.998036826,3.65936297)
(2.409398844,3.684044691)
(2.828988102,3.766317095)
(3.116941515,3.89795294)
(3.388440447,3.749862614)
(3.627030417,3.609999528)
(3.832711426,3.363182317)
(4.005483474,3.099910625)
(4.054846916,2.869547895)
(4.252300685,2.713230328)
(4.342800329,2.474640358)
(4.285209646,2.28541383)
(4.37570929,2.211368666)
(4.614299261,2.022142138)
(4.745935107,1.808233889)
(4.894025433,1.495598755)
(4.869343712,1.1582819)
(4.754162347,0.886782968)
(4.58961754,0.7551471222)
(4.416845492,0.5494661132)
(4.309891367,0.4013757867)
(4.235846204,0.2203764987)
(4.202937243,0.1216496144)
(4.087755878,-0.01821347178)
(3.816256946,-0.1663037983)
(3.561212494,-0.2979396441)
(3.273259082,-0.3966665284)
(2.960623948,-0.454257211)
(2.598625372,-0.4707116917)
(2.277762998,-0.4624844513)
(2.10499095,-0.4378027302)
(2.376489882,-0.4707116917)
(2.664443295,-0.4707116917)
(2.911260506,-0.454257211)
(3.207441159,-0.4131210092)
(3.511849052,-0.3308486055)
(3.783347984,-0.2074400001)
(3.964347272,-0.1004858754)
(4.13711932,-0.009986231419)
(4.252300685,0.1051951336)
(4.392163771,-0.001758991057)
(4.548481338,-0.1333948368)
(4.729480626,-0.3226213652)
(4.910479914,-0.5283023742)
(5.116160923,-0.8327102676)
(5.28893297,-1.1042092)
(5.387659855,-1.326344689)
(5.247796769,-1.071300238)
(5.140842644,-0.8985281905)
(5.132615404,-0.7668923447)
(5.379432614,-0.840937508)
(5.519295701,-1.005482315)
(5.675613267,-1.211163324)
(5.74143119,-1.359253651)
(5.568659143,-1.021936796)
(5.428796057,-0.8820737098)
(5.223115048,-0.7586651043)
(5.050343,-0.7586651043)
(4.926934395,-0.569438576)
(4.737707866,-0.363757567)
(4.573163059,-0.1663037983)
(4.425072732,-0.009986231419)
(4.293436887,0.08051341256)
(4.342800329,-0.001758991057)
(4.351027569,-0.1745310387)
(4.219391723,-0.3143941248)
(4.046619676,-0.4295754899)
(3.849165907,-0.5529840953)
(3.610575937,-0.6763927007)
(3.306168043,-0.7833468254)
(2.977078429,-0.8573919887)
(2.656216055,-0.8985281905)
(2.376489882,-0.9067554309)
(2.080309229,-0.8573919887)
(1.882855461,-0.8244830272)
(1.891082701,-0.6681654604)
(1.989809585,-0.5447568549)
(2.121445431,-0.4213482495)
(1.940446143,-0.2321217212)
(1.742992375,-0.01821347178)
(1.693628932,0.1710130565)
(1.677174452,0.3684668252)
(1.529084125,0.409603027)
(1.306948635,0.4425119885)
(1.084813146,0.4507392288)
(0.7804052522,0.4178302674)
(0.5089063202,0.3766940656)
(0.3608159937,0.3520123445)
(0.640542166,0.4013757867)
(0.9284955787,0.4342847481)
(1.109494867,0.4507392288)
(1.323403116,0.4342847481)
(1.529084125,0.409603027)
(1.693628932,0.3931485463)
(1.693628932,0.6481929975)
(1.784128576,0.8621012469)
(1.948673384,1.067782256)
(2.072081989,1.248781544)
(2.162581633,1.421553592)
(2.08853647,1.553189437)
(1.899309941,1.528507716)
(1.677174452,1.503825995)
(1.504402404,1.553189437)
(1.372766558,1.668370802)
(1.331630356,1.824688369)
(1.356312078,1.972778696)
(1.323403116,1.816461129)
(1.315175876,1.676598043)
(1.199994511,1.651916322)
(0.9943135016,1.635461841)
(0.8544504154,1.635461841)
(0.8462231751,1.83291561)
(0.8462231751,1.948096975)
(0.8462231751,1.767097687)
(0.8873593769,1.60255288)
(0.7474962907,1.544962197)
(0.5747242431,1.512053236)
(0.434861157,1.470917034)
(0.3525887534,1.594325639)
(0.4019521955,1.742415966)
(0.5911787238,1.865824571)
(0.7474962907,1.931642494)
(0.9449500594,1.989233177)
(1.142403828,1.989233177)
(1.356312078,1.981005936)
(1.537311365,2.104414542)
(1.751219615,2.194914186)
(1.940446143,2.268959349)
(2.137899912,2.334777272)
(2.32712644,2.359458993)
(2.54663744,2.378537963)
(2.807955162,2.263558166)
(3.026511803,2.187538465)
(3.178551204,2.121021226)
(3.026511803,2.187538465)
(2.769945312,2.282563091)
(2.560891134,2.368085254)
(2.43735912,2.406095105)
(2.678816695,2.482922515)
(2.958189096,2.552765615)
(3.257516669,2.562743201)
(3.546866655,2.452989758)
(3.816261471,2.363191486)
(3.965925257,2.293348386)
(4.095633872,2.173617357)
(4.0756787,2.293348386)
(4.345073515,2.2135277)
(4.584535573,2.023953571)
(4.724221774,1.81442427)
(4.853930389,1.545029455)
(4.893840732,1.265657054)
(4.823997631,0.976307067)
(4.963683832,0.7867329378)
(5.13330279,0.6670019088)
(5.282966576,0.457472608)
(5.492495876,0.2579208931)
(5.612226905,0.04839159234)
(5.831733792,-0.2210032229)
(5.981397578,-0.5502635526)
(6.091151021,-0.8096807821)
(6.180949293,-1.11898594)
(6.260769979,-1.438268684)
(6.290702736,-1.797461771)
(6.240814808,-2.096789344)
(6.081173436,-2.38613933)
(5.901576892,-2.595668631)
(5.771868277,-2.795220346)
(5.931509649,-2.78524276)
(6.14103895,-2.78524276)
(6.220859636,-2.795220346)
(5.971419992,-2.795220346)
(5.761890692,-2.78524276)
(5.522428634,-2.97481689)
(5.263011404,-3.164391019)
(4.94372866,-3.324032391)
(4.464804544,-3.423808248)
(4.065701114,-3.393875491)
(3.67657527,-3.274144462)
(3.387225283,-3.154413433)
(3.157740811,-3.024704818)
(2.908301168,-2.825153103)
(2.688794281,-2.615623803)
(2.449332223,-2.396116916)
(2.249780508,-2.206542787)
(2.120071893,-1.977058315)
(2.030273622,-1.7775066)
(1.990363279,-1.51808937)
(2.159982236,-1.418313513)
(2.299668437,-1.468201441)
(2.319623608,-1.627842813)
(2.159982236,-1.667753156)
(2.000340864,-1.637820399)
(1.950452936,-1.44824627)
(1.900565007,-1.238716969)
(1.840699492,-1.029187669)
(1.840699492,-0.7897256106)
(1.930497764,-0.6201066528)
(2.020296036,-0.4405101094)
(1.980385693,-0.2708911516)
(1.810766735,-0.1611377084)
(1.780833978,-0.4205549379)
(1.661102949,-0.6400618243)
(1.561327091,-0.8495911251)
(1.311887448,-0.8895014681)
(1.062447804,-0.8795238823)
(0.822985746,-0.8795238823)
(0.5835236881,-0.8396135393)
(0.3739943873,-0.7398376818)
(0.2143530153,-0.6101290671)
(0.07466681486,-0.4105773521)
(-0.005153871128,-0.2409583944)
(-0.1149073144,-0.4105773521)
(-0.2246607576,-0.5702187241)
(-0.2645711006,-0.6600169958)
(-0.4042573011,-0.8895014681)
(-0.6636745306,-0.7398376818)
(-0.843271074,-0.6400618243)
(-0.9829572745,-0.5303083811)
(-1.112665889,-0.5602411383)
(-1.092710718,-0.6799721673)
(-0.9330693458,-0.8495911251)
(-0.763450388,-0.9792997398)
(-0.5938314303,-1.128963526)
(-0.4840779871,-1.278627312)
(-0.6337417733,-1.388380756)
(-0.8931590028,-1.468201441)
(-1.082733132,-1.44824627)
(-0.8732038313,-1.458223856)
(-0.6836297021,-1.438268684)
(-0.5339659158,-1.338492827)
(-0.3743245438,-1.278627312)
(-0.1747728289,-1.188829041)
(0.02477888612,-1.128963526)
(0.2343081868,-1.069098012)
(0.4338599018,-1.059120426)
(0.6733219598,-1.059120426)
(0.7631202315,-1.009232497)
(0.7730978173,-0.8795238823)
(0.5935012738,-0.8096807821)
(0.4338599018,-0.7797480248)
(0.4039271446,-0.9194342253)
(0.4139047303,-1.04914284)
(0.5935012738,-1.069098012)
(0.8429409175,-1.089053183)
(1.012559875,-1.178851455)
(1.21211159,-1.30856007)
(1.401685719,-1.468201441)
(1.551349506,-1.577954885)
(1.561327091,-1.398358341)
(1.561327091,-1.198806626)
(1.491483991,-0.9992549113)
(1.451573648,-0.8994790538)
(1.501461577,-1.059120426)
(1.561327091,-1.208784212)
(1.561327091,-1.438268684)
(1.581282263,-1.637820399)
(1.730946049,-1.8473497)
(1.830721907,-2.006991072)
(1.94047535,-2.006991072)
(2.150004651,-2.006991072)
(2.050228793,-2.006991072)
(1.850677078,-2.006991072)
(1.880609835,-2.146677272)
(1.890587421,-2.436027259)
(1.760878806,-2.605646217)
(1.661102949,-2.535803117)
(1.491483991,-2.346228987)
(1.28195469,-2.17661003)
(1.052470218,-1.997013486)
(0.8529185033,-1.9171928)
(1.082402975,-2.036923829)
(1.271977105,-2.156654858)
(1.461551234,-2.326273816)
(1.671080535,-2.515847945)
(1.740923635,-2.735354832)
(1.750901221,-2.934906547)
(2.140027065,-2.944884132)
(2.499220152,-2.964839304)
(2.73868221,-2.944884132)
(2.998099439,-2.934906547)
(2.80852531,-2.725377246)
(2.638906352,-2.565735874)
(2.489242566,-2.64555656)
(2.33957878,-2.725377246)
(2.329601194,-2.954861718)
(2.140027065,-2.924928961)
(1.890587421,-2.924928961)
(1.730946049,-2.924928961)
(1.661102949,-3.214278948)
(1.451573648,-3.343987562)
(1.222089176,-3.383897905)
(1.202134004,-3.294099634)
(1.132290904,-3.04465999)
(0.942716775,-2.845108275)
(0.6733219598,-2.675489317)
(0.5336357593,-2.625601388)
(0.822985746,-2.775265175)
(0.9926047038,-2.885018618)
(1.132290904,-3.054637576)
(1.202134004,-3.294099634)
(1.102358147,-3.553516863)
(0.862896089,-3.743090992)
(0.6334116168,-3.773023749)
(0.3540392158,-3.743090992)
(0.1345323294,-3.703180649)
(-0.06501938562,-3.593427206)
(-0.1149073144,-3.423808248)
(0.07466681486,-3.44376342)
(0.1943978438,-3.453741006)
(-0.06501938562,-3.393875491)
(-0.3743245438,-3.44376342)
(-0.6736521163,-3.423808248)
(-1.092710718,-3.44376342)
(-1.411993462,-3.353965148)
(-1.621522762,-3.334009977)
(-1.781164134,-3.44376342)
(-1.970738264,-3.463718591)
(-1.731276206,-3.44376342)
(-1.621522762,-3.343987562)
(-1.681388277,-3.104525504)
(-1.691365863,-2.855085861)
(-1.691365863,-2.57571346)
(-1.621522762,-2.266408301)
(-1.511769319,-1.9870359)
(-1.402015876,-1.767529014)
(-1.25235209,-1.577954885)
(-1.142598646,-1.428291098)
(-1.192486575,-1.358447998)
(-1.431948633,-1.358447998)
(-1.621522762,-1.37840317)
(-1.421971047,-1.358447998)
(-1.262329675,-1.358447998)
(-1.112665889,-1.388380756)
(-1.152576232,-1.238716969)
(-1.32219519,-1.11898594)
(-1.571634834,-1.079075597)
(-1.851007235,-1.059120426)
(-2.220177907,-0.9593445683)
(-2.51950548,-0.9094566396)
(-2.818833052,-0.8695462966)
(-3.028362353,-0.7997031963)
(-3.24786924,-0.7298600961)
(-3.487331297,-0.6899497531)
(-3.676905427,-0.6300842386)
(-3.946300242,-0.6201066528)
(-4.195739886,-0.6101290671)
(-4.445179529,-0.7198825103)
(-4.544955387,-0.7997031963)
(-4.405269186,-0.6500394101)
(-4.145851957,-0.6201066528)
(-3.896412313,-0.6101290671)
(-3.666927841,-0.6300842386)
(-3.467376126,-0.6999273388)
(-3.277801997,-0.7099049246)
(-3.31771234,-0.5801963098)
(-3.507286469,-0.4105773521)
(-3.71681577,-0.3407342519)
(-3.966255413,-0.2609135659)
(-4.235650229,-0.2309808086)
(-4.395291601,-0.2309808086)
(-4.145851957,-0.2509359801)
(-3.896412313,-0.2708911516)
(-3.686883012,-0.3307566661)
(-3.497308883,-0.4205549379)
(-3.367600268,-0.5402859668)
(-3.267824411,-0.6899497531)
(-3.078250282,-0.7897256106)
(-2.898653738,-0.8595687108)
(-2.739012366,-0.8994790538)
(-2.489572723,-0.9194342253)
(-2.26008825,-0.9593445683)
(-2.05055895,-0.9792997398)
(-1.851007235,-1.029187669)
(-1.621522762,-1.059120426)
(-1.46188139,-1.089053183)
(-1.46188139,-1.208784212)
(-1.621522762,-1.358447998)
(-1.851007235,-1.538044542)
(-1.980715849,-1.797461771)
(-2.090469293,-2.076834172)
(-2.170289979,-2.396116916)
(-2.210200322,-2.71539966)
(-2.210200322,-3.024704818)
(-2.12040205,-3.304077219)
(-1.970738264,-3.453741006)
(-2.180267564,-3.523584106)
(-2.429707208,-3.533561692)
(-2.709079609,-3.543539277)
(-2.908631324,-3.573472035)
(-3.028362353,-3.483673763)
(-2.908631324,-3.37392032)
(-2.758967538,-3.433785834)
(-2.689124438,-3.553516863)
(-2.98845201,-3.593427206)
(-3.347645097,-3.603404792)
(-3.676905427,-3.593427206)
(-4.145851957,-3.553516863)
(-4.644731244,-3.44376342)
(-5.05381226,-3.343987562)
(-5.422982933,-3.244211705)
(-5.662444991,-3.144435847)
(-5.891929463,-2.994772061)
(-6.141369107,-2.835130689)
(-6.420741508,-2.845108275)
(-6.680158737,-2.855085861)
(-6.849777695,-2.855085861)
(-6.540472537,-2.855085861)
(-6.32096565,-2.855085861)
(-6.151346692,-2.845108275)
(-6.32096565,-2.685466903)
(-6.450674265,-2.455982431)
(-6.590360465,-2.146677272)
(-6.680158737,-1.837372114)
(-6.700113909,-1.44824627)
(-6.690136323,-1.069098012)
(-6.58038288,-0.6400618243)
(-6.460651851,-0.2509359801)
(-6.291032893,0.1681226213)
(-6.121413935,0.5971588085)
(-5.832063948,1.026194996)
(-5.492826033,1.405343254)
(-5.113677775,1.764536341)
(-4.824327788,1.994020813)
(-4.624776073,2.1436846)
(-4.345403672,2.373169072)
(-4.155829543,2.472944929)
(-3.956277828,2.562743201)
(-3.617039912,2.692451816)
(-3.188003725,2.812182845)
(-2.968496839,2.852093188)
(-2.599326166,2.882025945)
(-2.359864108,2.892003531)
(-2.158316876,2.900983358)
(-2.447666862,2.891005772)
(-2.697106506,2.871050601)
(-2.936568564,2.841117843)
(-3.195985794,2.791229915)
(-3.455403023,2.7313644)
(-3.724797838,2.671498886)
(-3.984215068,2.571723028)
(-4.243632297,2.442014413)
(-4.413251255,2.33226097)
(-4.562915041,2.182597184)
(-4.373340912,2.202552356)
(-4.103946097,2.252440284)
(-3.854506453,2.282373042)
(-3.575134052,2.282373042)
(-3.315716823,2.242462699)
(-3.08623235,2.172619598)
(-2.936568564,2.092798912)
(-3.116165108,1.883269612)
(-3.285784065,1.593919625)
(-3.335671994,1.414323081)
(-3.066277179,1.224748952)
(-2.846770292,1.114995509)
(-2.597330649,0.9952644799)
(-2.337913419,0.8954886224)
(-2.437689277,0.8256455222)
(-2.61728582,0.6859593217)
(-2.846770292,0.516340364)
(-3.096209936,0.3367438205)
(-3.235896137,0.19705762)
(-3.215940965,0.05737141951)
(-3.116165108,-0.162135467)
(-3.01638925,-0.3616871819)
(-2.896658221,-0.5712164827)
(-2.796882364,-0.7408354404)
(-2.746994435,-0.8705440551)
(-2.856747878,-0.6610147544)
(-2.966501321,-0.4714406252)
(-3.076254765,-0.2519337387)
(-3.166053036,-0.06235960948)
(-3.235896137,0.1771024485)
(-2.94654615,0.4564748495)
(-2.717061678,0.6161162214)
(-2.507532377,0.7757575934)
(-2.337913419,0.8954886224)
(-2.537465134,0.9753093084)
(-2.896658221,1.124973095)
(-3.176030622,1.254681709)
(-3.34564958,1.434278253)
(-3.215940965,1.72362824)
(-2.996434079,2.022955812)
(-2.786904778,2.242462699)
(-2.567397891,2.471947171)
(-2.377823762,2.671498886)
(-2.178272047,2.821162672)
(-2.068518604,2.930916115)
(-1.908877232,3.030691973)
(-1.759213446,3.030691973)
(-1.599572074,2.980804044)
(-1.479841045,2.881028186)
(-1.539706559,2.761297157)
(-1.709325517,2.611633371)
(-1.849011718,2.412081656)
(-1.918854818,2.132709255)
(-1.928832404,1.753560997)
(-1.878944475,1.424300667)
(-1.839034132,1.164883438)
(-1.799123789,0.8954886224)
(-1.719303103,0.6360713929)
(-1.629504831,0.4165645065)
(-1.569639317,0.19705762)
(-1.41997553,-0.01247168073)
(-1.28028933,-0.2220009815)
(-1.100692786,-0.3916199392)
(-0.9510290001,-0.5612388969)
(-0.7514772851,-0.6909475117)
(-0.5619031559,-0.8007009549)
(-0.4521497127,-0.8904992266)
(-0.3423962694,-0.8406112979)
(-0.2625755834,-0.6510371687)
(-0.162799726,-0.4514854537)
(-0.04306869697,-0.241956153)
(0.09661750351,-0.05238202373)
(0.236303704,0.1272145198)
(0.3735996491,0.342120492)
